city,timestamp,dayMean,aveMean,dayHigh,aveHigh,recHigh,dayLow,aveLow,recLow,aveHumidity,dayPrecip,avePrecip
Chicago,20040402,45,45,54,54,82,36,37,22,47,0,0.12
Chicago,20040403,46,46,59,54,81,33,39,19,46,0,0.11
Chicago,20040404,40,46,46,55,80,34,38,16,60,0,0.11
Chicago,20040405,40,46,48,55,85,33,38,18,51,0,0.11
Chicago,20040406,58,47,73,55,84,44,38,16,47,0,0.12
Chicago,20040407,54,47,62,56,83,46,39,10,51,0,0.12
Chicago,20040408,50,48,57,56,82,43,39,20,60,0,0.12
Chicago,20040409,46,48,55,57,78,37,39,21,56,0,0.12
Chicago,20040410,46,48,55,57,91,37,40,22,57,0,0.13
Chicago,20040411,40,49,45,57,91,35,40,25,65,0,0.12
Chicago,20040412,38,49,42,58,86,35,41,21,54,0,0.12
Chicago,20040413,40,50,46,58,83,35,41,21,60,0,0.12
Chicago,20040414,50,50,66,59,85,33,41,23,52,0,0.12
Chicago,20040415,62,50,73,59,89,50,42,21,33,0,0.12
Chicago,20040416,70,51,82,60,88,57,42,26,42,0.01,0.13
Chicago,20040417,66,51,79,60,88,53,42,29,67,0.04,0.12
Chicago,20040418,70,52,87,60,89,54,43,25,46,0,0.13
Chicago,20040419,60,52,73,61,86,48,43,24,51,0,0.12
Chicago,20040420,54,52,64,61,87,45,43,27,80,0.43,0.12
Chicago,20040421,58,53,64,62,86,50,44,28,71,0.05,0.13
Chicago,20040422,48,53,53,62,91,43,44,25,67,0,0.12
Chicago,20040423,52,53,62,62,88,42,44,28,56,0,0.12
Chicago,20040424,48,54,53,63,89,43,45,29,71,0.31,0.12
Chicago,20040425,54,54,63,63,89,46,45,27,80,0.16,0.12
Chicago,20040426,52,55,61,64,91,45,45,29,53,0,0.13
Chicago,20040427,44,55,52,64,89,37,46,28,37,0,0.13
Chicago,20040428,64,55,79,64,84,50,46,30,37,0,0.13
Chicago,20040429,70,56,78,65,89,60,46,31,53,0.07,0.13
Chicago,20040430,52,56,60,65,92,44,47,31,85,0.26,0.12
Chicago,20040501,46,56,48,65,90,43,47,30,79,0.06,0.12
Chicago,20040502,46,57,51,66,91,39,47,30,57,0,0.12
Chicago,20040503,42,57,51,66,92,33,48,32,56,0,0.13
Chicago,20040504,55,57,66,66,82,44,48,37,59,0,0.12
Chicago,20040505,54,58,64,67,94,45,48,34,48,0,0.13
Chicago,20040506,72,58,84,67,93,57,49,34,58,0,0.12
Chicago,20040507,52,58,55,67,89,48,49,32,57,0.07,0.12
Chicago,20040508,69,58,86,68,93,52,49,33,59,0,0.12
Chicago,20040509,70,59,88,68,96,54,49,31,65,0.43,0.13
Chicago,20040510,72,59,84,68,91,60,50,29,69,0.03,0.12
Chicago,20040511,68,59,82,69,89,55,50,32,76,0,0.13
Chicago,20040512,75,60,84,69,92,66,50,28,72,0.56,0.13
Chicago,20040513,72,60,78,69,90,66,51,30,84,0.38,0.14
Chicago,20040514,58,60,69,70,92,48,51,37,92,0.93,0.13
Chicago,20040515,50,61,55,70,91,44,51,34,71,0.01,0.13
Chicago,20040516,56,61,70,70,94,43,52,35,61,0,0.13
Chicago,20040517,70,61,81,71,94,60,52,36,68,0,0.13
Chicago,20040518,62,62,73,71,93,51,52,34,74,0.22,0.15
Chicago,20040519,60,62,72,71,95,48,52,37,73,0.02,0.14
Chicago,20040520,76,62,84,72,95,68,53,36,79,0.02,0.14
Chicago,20040521,66,62,78,72,94,53,53,34,83,0.26,0.14
Chicago,20040522,69,63,81,72,93,60,53,40,80,0.36,0.14
Chicago,20040523,66,63,82,72,92,55,54,35,77,0.06,0.14
Chicago,20040524,56,63,66,73,93,50,54,36,70,0,0.14
Chicago,20040525,60,64,69,73,90,51,54,35,79,0.14,0.14
Chicago,20040526,58,64,66,73,93,52,55,34,65,0,0.14
Chicago,20040527,66,64,78,74,97,51,55,35,69,0,0.13
Chicago,20040528,52,65,60,74,94,46,55,40,57,0,0.15
Chicago,20040529,60,65,69,74,95,51,56,36,66,0.02,0.14
Chicago,20040530,70,65,75,75,95,64,56,36,84,1.5,0.14
Chicago,20040531,62,66,66,75,102,57,57,41,79,0.57,0.15
Chicago,20040601,66,66,75,75,107,57,57,39,57,0.02,0.15
Chicago,20040602,60,66,64,76,92,55,57,44,72,0.2,0.14
Chicago,20040603,60,67,69,76,98,52,58,37,48,0,0.15
Chicago,20040604,60,67,71,76,97,48,58,35,57,0,0.15
Chicago,20040605,64,68,75,77,98,54,58,37,54,0,0.15
Chicago,20040606,74,68,84,77,97,66,59,44,52,0,0.15
Chicago,20040607,77,68,89,77,101,66,59,45,60,0,0.15
Chicago,20040608,82,69,91,78,97,73,60,45,59,0,0.15
Chicago,20040609,76,69,86,78,96,69,60,42,68,0.02,0.14
Chicago,20040610,68,69,75,78,101,60,60,41,89,1.05,0.14
Chicago,20040611,74,70,82,79,100,68,61,41,85,0.2,0.14
Chicago,20040612,70,70,80,79,97,62,61,48,81,0.3,0.14
Chicago,20040613,75,70,82,79,95,68,62,44,69,0,0.15
Chicago,20040614,75,71,84,80,99,66,62,40,70,0.48,0.14
Chicago,20040615,71,71,78,80,95,64,62,45,63,0,0.13
Chicago,20040616,73,71,82,80,95,64,63,44,70,0,0.14
Chicago,20040617,73,72,82,81,96,64,63,42,80,0,0.13
Chicago,20040618,72,72,82,81,98,64,63,48,67,0,0.13
Chicago,20040619,60,72,66,81,102,55,64,44,48,0,0.14
Chicago,20040620,64,73,73,82,104,54,64,45,47,0,0.13
Chicago,20040621,66,73,70,82,101,62,64,45,78,0.38,0.13
Chicago,20040622,66,73,73,82,98,60,65,46,57,0.01,0.14
Chicago,20040623,70,74,82,82,99,57,65,46,52,0.08,0.12
Chicago,20040624,63,74,71,83,99,55,65,48,62,0.03,0.13
Chicago,20040625,63,74,72,83,104,55,65,46,53,0,0.12
Chicago,20040626,65,74,75,83,98,55,66,52,49,0,0.12
Chicago,20040627,68,75,78,83,102,59,66,50,51,0,0.12
Chicago,20040628,66,75,72,83,104,60,66,49,69,0.35,0.12
Chicago,20040629,68,75,81,84,97,57,66,50,53,0,0.11
Chicago,20040630,72,75,82,84,101,63,66,45,52,0,0.11
Chicago,20040701,75,75,84,84,103,66,67,49,52,0,0.11
Chicago,20040702,73,75,82,84,99,64,67,48,60,0,0.1
Chicago,20040703,77,76,87,84,102,70,67,50,77,0.83,0.11
Chicago,20040704,76,76,82,84,101,71,67,49,80,0.42,0.11
Chicago,20040705,68,76,73,84,103,64,67,46,76,0,0.13
Chicago,20040706,75,76,84,84,105,66,67,49,80,1.71,0.12
Chicago,20040707,66,76,70,85,102,62,67,48,76,0.02,0.13
Chicago,20040708,65,76,77,85,106,55,68,49,60,0,0.13
Chicago,20040709,69,76,77,85,100,63,68,51,73,1.07,0.12
Chicago,20040710,72,76,82,85,106,64,68,51,78,0.07,0.13
Chicago,20040711,76,76,87,85,107,66,68,51,69,0.01,0.13
Chicago,20040712,78,76,87,85,100,70,68,55,71,0,0.13
Chicago,20040713,78,76,86,85,106,71,68,50,67,0,0.12
Chicago,20040714,73,76,81,85,104,66,68,52,55,0,0.13
Chicago,20040715,72,76,84,85,103,63,68,49,53,0,0.13
Chicago,20040716,74,76,84,85,100,66,68,49,65,0,0.13
Chicago,20040717,70,76,75,85,100,66,68,51,74,0.01,0.12
Chicago,20040718,72,76,80,84,101,66,68,53,67,0,0.13
Chicago,20040719,73,76,82,84,104,64,68,55,60,0,0.13
Chicago,20040720,80,76,90,84,103,72,68,50,63,0,0.13
Chicago,20040721,80,76,87,84,108,73,68,51,76,0.39,0.14
Chicago,20040722,82,76,91,84,104,71,68,49,76,0.35,0.14
Chicago,20040723,68,76,72,84,109,64,68,51,54,0,0.14
Chicago,20040724,68,76,73,84,107,63,68,55,54,0,0.14
Chicago,20040725,68,76,73,84,105,64,68,58,52,0,0.13
Chicago,20040726,68,76,75,84,102,61,68,53,61,0.08,0.14
Chicago,20040727,70,76,80,84,100,61,68,51,56,0.01,0.14
Chicago,20040728,71,76,82,84,100,60,68,53,55,0,0.14
Chicago,20040729,74,76,82,84,101,66,68,50,58,0,0.14
Chicago,20040730,70,76,73,84,104,66,68,51,78,0.16,0.14
Chicago,20040731,73,75,84,83,99,64,67,50,69,0,0.15
Chicago,20040801,76,75,89,83,100,64,67,52,59,0,0.15
Chicago,20040802,80,75,88,83,102,73,67,56,66,0,0.14
Chicago,20040803,78,75,89,83,101,68,67,52,69,0.76,0.13
Chicago,20040804,70,75,75,83,100,66,67,52,80,0.34,0.14
Chicago,20040805,68,75,72,83,100,64,67,52,53,0,0.13
Chicago,20040806,64,75,75,83,101,55,67,50,51,0,0.13
Chicago,20040807,68,75,78,83,96,60,67,53,51,0,0.14
Chicago,20040808,72,75,80,83,103,63,67,52,55,0,0.13
Chicago,20040809,76,75,86,83,104,66,67,51,60,0.01,0.13
Chicago,20040810,66,75,69,83,99,61,67,49,70,0,0.13
Chicago,20040811,58,75,63,83,100,55,67,50,68,0,0.12
Chicago,20040812,57,75,62,83,100,52,67,50,70,0.02,0.14
Chicago,20040813,61,75,69,83,101,54,67,52,65,0,0.13
Chicago,20040814,62,75,71,82,99,55,67,48,61,0,0.14
Chicago,20040815,64,75,73,82,98,54,67,48,58,0,0.14
Chicago,20040816,68,74,79,82,101,59,67,49,54,0,0.13
Chicago,20040817,73,74,82,82,99,64,67,48,67,0.23,0.13
Chicago,20040818,72,74,77,82,99,66,66,49,80,0.11,0.13
Chicago,20040819,68,74,73,82,99,63,66,49,62,0.01,0.12
Chicago,20040820,66,74,73,82,98,60,66,47,59,0,0.12
Chicago,20040821,66,74,75,82,99,59,66,46,64,0,0.13
Chicago,20040822,68,74,82,82,103,55,66,51,59,0,0.12
Chicago,20040823,73,74,80,82,97,66,66,52,73,0,0.11
Chicago,20040824,75,73,81,82,100,69,65,48,81,0.4,0.13
Chicago,20040825,70,73,75,81,95,66,65,47,85,0.45,0.11
Chicago,20040826,75,73,82,81,97,68,65,48,80,0.08,0.12
Chicago,20040827,77,73,84,81,97,70,65,46,74,0.32,0.13
Chicago,20040828,69,73,79,81,97,60,65,46,88,1.24,0.12
Chicago,20040829,63,73,66,81,98,57,64,43,76,0.03,0.12
Chicago,20040830,64,72,75,81,96,54,64,47,71,0,0.12
Chicago,20040831,70,72,80,80,99,61,64,46,68,0,0.13
Chicago,20040901,73,72,82,80,101,64,63,45,61,0,0.12
Chicago,20040902,74,72,84,80,101,66,63,44,61,0,0.12
Chicago,20040903,76,71,84,80,97,69,63,47,68,0,0.11
Chicago,20040904,75,71,84,79,95,68,62,43,66,0,0.12
Chicago,20040905,78,71,86,79,97,71,62,48,64,0,0.11
Chicago,20040906,72,70,80,79,98,64,62,46,69,0,0.12
Chicago,20040907,66,70,73,79,101,59,61,46,60,0,0.12
Chicago,20040908,66,70,71,78,98,63,61,45,69,0,0.11
Chicago,20040909,64,69,73,78,95,57,61,47,71,0,0.11
Chicago,20040910,68,69,80,78,96,55,60,44,64,0,0.11
Chicago,20040911,72,69,82,77,95,63,60,44,55,0,0.11
Chicago,20040912,73,68,84,77,96,62,59,44,55,0,0.11
Chicago,20040913,76,68,87,77,99,66,59,40,56,0,0.11
Chicago,20040914,76,67,86,76,101,68,58,42,64,0,0.11
Chicago,20040915,78,67,87,76,102,68,58,41,71,0.42,0.11
Chicago,20040916,68,66,73,75,93,62,57,39,71,0.23,0.11
Chicago,20040917,66,66,69,75,93,62,39,49,55,0.1,1.2
Chicago,20040918,66,66,75,75,94,57,57,39,63,0,0.11
Chicago,20040919,69,65,78,74,93,60,56,37,47,0,0.12
Chicago,20040920,66,65,79,74,92,55,56,38,48,0,0.12
Chicago,20040921,71,64,82,73,92,60,55,40,46,0,0.11
Chicago,20040922,70,64,82,73,93,59,55,34,51,0,0.11
Chicago,20040923,74,63,84,73,93,63,54,35,51,0,0.11
Chicago,20040924,72,63,81,72,91,64,54,30,49,0,0.11
Chicago,20040925,63,62,73,72,91,55,53,30,62,0,0.12
Chicago,20040926,61,62,71,71,93,52,53,30,65,0,0.1
Chicago,20040927,62,62,73,71,91,51,52,31,62,0,0.1
Chicago,20040928,60,61,66,70,92,54,52,29,67,0,0.1
Chicago,20040929,57,61,66,70,99,50,52,33,64,0,0.1
Chicago,20040930,58,60,71,69,92,46,51,34,62,0,0.09
Chicago,20041001,63,60,73,69,92,53,51,32,59,0,0.1
Chicago,20041002,48,59,57,68,91,39,50,28,59,0,0.09
Chicago,20041003,54,59,69,68,91,39,50,29,45,0,0.1
Chicago,20041004,52,59,59,68,90,43,50,34,48,0,0.11
Chicago,20041005,48,58,59,67,89,37,49,31,48,0,0.1
Chicago,20041006,60,58,73,67,94,46,49,28,39,0,0.1
Chicago,20041007,65,58,78,66,88,53,48,31,38,0,0.1
Chicago,20041008,66,57,69,66,88,64,48,30,83,0,0.09
Chicago,20041009,60,57,70,66,87,51,48,32,54,0,0.11
Chicago,20041010,54,56,62,65,87,46,48,27,66,0,0.1
Chicago,20041011,54,56,61,65,88,46,47,29,65,0,0.1
Chicago,20041012,54,56,60,64,86,48,47,30,64,0,0.1
Chicago,20041013,58,55,64,64,88,54,46,30,68,0,0.1
Chicago,20041014,52,55,57,64,89,48,46,28,81,0.09,0.11
Chicago,20041015,49,55,53,63,88,45,46,29,77,0.09,0.1
Chicago,20041016,44,54,46,63,87,39,46,30,58,0,0.1
Chicago,20041017,43,54,54,62,86,32,45,26,58,0,0.1
Chicago,20041018,46,54,50,62,87,42,45,20,69,0.01,0.11
Chicago,20041019,50,53,54,62,84,48,45,24,79,0,0.1
Chicago,20041020,52,53,54,61,86,51,44,20,81,0,0.1
Chicago,20041021,54,53,59,61,87,50,44,26,73,0,0.11
Chicago,20041022,54,52,64,60,87,46,44,24,75,0,0.11
Chicago,20041023,66,52,75,60,85,55,44,25,81,1.05,0.11
Chicago,20041024,57,51,66,60,83,48,43,20,62,0,0.1
Chicago,20041025,60,51,75,59,79,46,43,25,60,0,0.11
Chicago,20041026,59,51,64,59,84,54,43,22,79,0.01,0.11
Chicago,20041027,60,50,64,58,82,55,42,24,77,0,0.11
Chicago,20041028,56,50,62,58,81,51,42,25,82,0,0.12
Chicago,20041029,68,50,78,58,79,60,42,22,86,0.08,0.11
Chicago,20041030,60,49,71,57,85,50,41,25,63,0.03,0.12
Chicago,20041031,51,49,57,57,84,45,41,27,70,0,0.11
Chicago,20041101,50,48,51,56,81,48,41,22,89,1.04,0.12
Chicago,20041102,48,48,50,56,78,46,40,14,80,0.02,0.11
Chicago,20041103,49,48,52,55,76,46,40,11,66,0.14,0.11
Chicago,20041104,47,47,51,55,74,41,40,15,81,0.64,0.12
Chicago,20041105,44,47,54,54,79,35,39,11,50,0,0.12
Chicago,20041106,54,46,64,54,75,43,39,19,57,0,0.11
Chicago,20041107,50,46,57,53,74,39,38,16,44,0,0.12
Chicago,20041108,40,45,46,53,74,33,38,14,41,0,0.11
Chicago,20041109,46,45,53,52,75,39,38,16,42,0,0.11
Chicago,20041110,54,44,62,52,71,46,37,17,57,0,0.11
Chicago,20041111,46,44,54,51,74,39,37,15,64,0,0.11
Chicago,20041112,42,43,46,51,70,37,36,10,58,0,0.12
Chicago,20041113,39,43,46,50,74,32,36,7,59,0,0.12
Chicago,20041114,41,42,50,50,78,32,35,12,54,0,0.12
Chicago,20041115,44,42,52,49,72,37,35,8,61,0.06,0.12
Chicago,20041116,52,41,55,48,73,48,34,5,82,0,0.12
Chicago,20041117,58,41,63,48,74,53,34,3,87,0.01,0.11
Chicago,20041118,57,40,63,47,72,50,34,12,87,0,0.12
Chicago,20041119,52,40,55,47,77,50,33,17,91,0,0.11
Chicago,20041120,49,39,54,46,69,44,33,14,82,0,0.11
Chicago,20041121,41,39,46,46,66,36,32,7,61,0,0.12
Chicago,20041122,42,38,48,45,67,36,32,2,68,0,0.11
Chicago,20041123,48,38,52,45,70,44,31,-1,78,0.01,0.12
Chicago,20041124,38,37,45,44,69,30,31,-2,83,0.51,0.12
Chicago,20041125,28,37,33,43,61,24,30,0,73,0.02,0.1
Chicago,20041126,38,36,46,43,68,30,30,2,79,0.03,0.11
Chicago,20041127,42,36,46,42,70,37,29,0,86,0.49,0.11
Chicago,20041128,39,35,43,42,69,35,29,-3,64,0,0.11
Chicago,20041129,36,35,39,41,69,33,28,-1,84,0.07,0.11
Chicago,20041130,37,34,41,41,66,33,28,-1,87,0.53,0.11
Chicago,20041201,30,34,33,40,68,27,28,5,80,0.02,0.1
Chicago,20041202,34,34,39,40,69,28,27,-1,75,0,0.1
Chicago,20041203,31,33,36,40,72,26,27,-8,68,0,0.1
Chicago,20041204,39,33,44,39,68,34,26,3,74,0,0.09
Chicago,20041205,38,32,46,39,68,30,26,7,82,0.05,0.1
Chicago,20041206,45,32,51,38,65,39,26,0,90,0.16,0.09
Chicago,20041207,46,32,50,38,61,42,25,-2,88,1.02,0.09
Chicago,20041208,40,31,43,37,64,37,25,0,78,0,0.09
Chicago,20041209,45,31,51,37,61,39,24,-8,79,0,0.09
Chicago,20041210,42,30,45,37,60,39,24,-8,85,0.09,0.1
Chicago,20041211,35,30,37,36,61,33,24,-5,73,0.02,0.09
Chicago,20041212,38,30,43,36,62,33,24,-7,69,0,0.08
Chicago,20041213,26,29,30,36,67,19,23,-3,58,0,0.08
Chicago,20041214,22,29,27,35,66,16,23,-4,61,0,0.08
Chicago,20041215,28,29,37,35,69,19,23,-8,60,0,0.08
Chicago,20041216,36,29,43,35,63,28,22,-12,54,0,0.08
Chicago,20041217,28,28,34,35,60,21,22,-7,61,0,0.08
Chicago,20041218,30,28,39,34,59,19,22,-9,78,0.01,0.07
Chicago,20041219,11,28,17,34,56,5,22,-12,53,0,0.08
Chicago,20041220,18,28,28,34,59,10,21,-9,52,0,0.08
Chicago,20041221,26,27,34,34,62,15,21,-13,62,0,0.07
Chicago,20041222,12,27,14,33,57,9,21,-12,59,0,0.08
Chicago,20041223,14,27,19,33,61,6,21,-17,56,0,0.08
Chicago,20041224,5,27,10,33,59,0,21,-20,53,0,0.07
Chicago,20041225,14,27,19,33,64,10,20,-13,66,0,0.08
Chicago,20041226,20,26,25,33,55,16,20,-9,76,0,0.07
Chicago,20041227,22,26,26,33,61,18,20,-12,64,0,0.07
Chicago,20041228,33,26,42,32,67,24,-3,23,67,0.08,1.82
Chicago,20041229,34,26,41,32,64,28,20,-8,85,0,0.07
Chicago,20041230,44,26,55,32,60,33,19,-8,88,0.04,0.07
Chicago,20041231,46,26,57,32,60,32,19,-10,66,0.03,0.08
Chicago,20050101,34,26,42,32,52,28,19,-10,81,0.67,0.08
Chicago,20050102,45,26,55,32,61,35,19,-13,90,0.09,0.08
Chicago,20050103,36,25,37,32,60,35,19,-12,88,0.5,0.07
Chicago,20050104,34,25,37,32,64,32,19,-8,84,0.02,0.08
Chicago,20050105,29,25,32,32,56,26,19,-15,89,0,0.08
Chicago,20050106,22,25,28,32,60,15,19,-15,85,0.01,0.07
Chicago,20050107,20,25,28,32,65,12,18,-14,81,0,0.08
Chicago,20050108,26,25,28,32,63,25,18,-12,80,0.01,0.07
Chicago,20050109,30,25,35,31,57,26,18,-17,86,0,0.08
Chicago,20050110,33,25,34,31,60,32,18,-22,78,0,0.07
Chicago,20050111,34,25,36,31,54,32,18,-11,92,0.19,0.07
Chicago,20050112,48,25,62,31,62,35,18,-9,92,0.68,0.07
Chicago,20050113,36,25,52,31,56,17,18,-10,85,0.57,0.07
Chicago,20050114,10,25,15,31,56,5,18,-14,53,0,0.07
Chicago,20050115,10,25,15,31,60,6,18,-19,47,0,0.06
Chicago,20050116,10,25,15,31,56,5,18,-19,50,0,0.07
Chicago,20050117,8,25,12,31,58,3,18,-17,53,0,0.07
Chicago,20050118,12,25,23,31,61,3,18,-20,65,0.08,0.06
Chicago,20050119,30,25,35,31,57,24,18,-21,75,0,0.07
Chicago,20050120,26,25,27,31,53,23,18,-25,82,0,0.06
Chicago,20050121,19,25,23,31,57,15,18,-17,75,0.05,0.06
Chicago,20050122,18,25,21,31,58,12,18,-17,79,0.06,0.06
Chicago,20050123,16,25,21,31,59,10,18,-19,72,0.06,0.06
Chicago,20050124,26,25,32,31,65,19,18,-16,66,0.04,0.05
Chicago,20050125,35,25,43,32,67,27,18,-10,73,0,0.06
Chicago,20050126,28,25,35,32,62,21,18,-10,79,0,0.06
Chicago,20050127,18,25,21,32,61,12,18,-10,67,0,0.06
Chicago,20050128,18,25,28,32,55,9,18,-13,52,0,0.05
Chicago,20050129,30,25,36,32,61,23,18,-16,64,0,0.06
Chicago,20050130,32,25,35,32,55,27,18,-15,77,0,0.05
Chicago,20050131,27,25,33,32,67,21,19,-9,75,0,0.06
Chicago,20050201,29,26,32,32,56,26,19,-9,73,0,0.05
Chicago,20050202,28,26,34,32,51,21,19,-15,72,0,0.06
Chicago,20050203,32,26,44,33,60,21,19,-17,78,0,0.06
Chicago,20050204,40,26,51,33,54,28,19,-12,80,0,0.05
Chicago,20050205,45,26,54,33,56,36,19,-17,73,0,0.06
Chicago,20050206,44,26,46,33,56,41,20,-12,70,0.03,0.05
Chicago,20050207,40,27,45,33,59,34,20,-5,94,0.2,0.06
Chicago,20050208,30,27,34,34,61,26,20,-12,77,0,0.07
Chicago,20050209,27,27,30,34,57,24,20,-20,78,0.01,0.06
Chicago,20050210,26,27,32,34,62,21,20,-12,67,0,0.06
Chicago,20050211,32,28,41,35,71,24,21,-8,72,0,0.07
Chicago,20050212,40,28,51,35,61,30,21,-10,68,0,0.07
Chicago,20050213,40,28,45,35,63,37,21,-5,91,0.63,0.07
Chicago,20050214,44,28,50,35,62,37,21,-5,91,0.12,0.06
Chicago,20050215,39,29,44,36,69,34,22,-6,87,0.37,0.07
Chicago,20050216,30,29,33,36,53,26,22,-7,63,0,0.07
Chicago,20050217,23,29,27,36,58,19,22,-10,57,0,0.07
Chicago,20050218,19,30,26,37,62,12,23,-16,49,0,0.07
Chicago,20050219,30,30,39,37,65,21,23,-8,55,0,0.07
Chicago,20050220,34,30,37,37,65,30,23,-9,91,0.23,0.08
Chicago,20050221,35,31,37,38,66,33,23,-6,79,0,0.07
Chicago,20050222,30,31,34,38,63,27,24,-7,78,0,0.08
Chicago,20050223,28,31,35,39,66,21,24,0,66,0,0.09
Chicago,20050224,32,32,35,39,64,30,24,-5,73,0,0.08
Chicago,20050225,36,32,41,39,73,30,25,-5,70,0,0.09
Chicago,20050226,30,32,33,40,64,28,25,-1,68,0,0.08
Chicago,20050227,33,33,39,40,75,27,25,-6,67,0.09,0.09
Chicago,20050228,31,33,36,40,59,26,26,1,88,0.26,0.08
Chicago,20050301,22,33,26,41,71,19,26,-5,68,0,0.09
Chicago,20050302,20,34,27,41,71,14,26,-4,53,0,0.08
Chicago,20050303,26,34,35,42,80,17,27,-6,58,0,0.09
Chicago,20050304,34,34,44,42,74,25,27,-4,70,0.05,0.08
Chicago,20050305,38,35,41,42,76,35,27,0,79,0,0.09
Chicago,20050306,50,35,64,43,71,36,28,2,54,0,0.08
Chicago,20050307,42,36,55,43,79,27,28,-2,67,0.03,0.09
Chicago,20050308,24,36,28,44,79,19,28,-7,48,0,0.09
Chicago,20050309,24,36,30,44,69,19,29,3,40,0,0.08
Chicago,20050310,29,37,37,44,70,21,29,5,80,0.07,0.08
Chicago,20050311,30,37,35,45,76,26,29,3,73,0,0.08
Chicago,20050312,26,37,34,45,81,19,30,1,58,0,0.08
Chicago,20050313,25,38,34,46,74,16,30,11,45,0,0.08
Chicago,20050314,31,38,37,46,81,25,30,8,68,0.01,0.09
Chicago,20050315,30,39,39,46,81,21,31,12,57,0,0.08
Chicago,20050316,39,39,50,47,81,28,31,5,49,0,0.09
Chicago,20050317,34,39,37,47,80,30,31,0,80,0.02,0.08
Chicago,20050318,42,40,50,48,81,33,32,3,68,0.02,0.09
Chicago,20050319,40,40,48,48,79,33,32,11,79,0.07,0.09
Chicago,20050320,36,40,41,48,85,30,32,8,67,0,0.09
Chicago,20050321,32,41,37,49,86,28,33,12,73,0,0.09
Chicago,20050322,38,41,42,49,84,34,33,6,66,0.02,0.09
Chicago,20050323,37,41,41,50,79,32,33,6,72,0.02,0.09
Chicago,20050324,38,42,48,50,79,28,34,5,71,0.16,0.08
Chicago,20050325,35,42,37,50,78,33,34,10,87,0.19,0.09
Chicago,20050326,38,43,42,51,79,32,34,11,80,0,0.09
Chicago,20050327,38,43,46,51,82,30,35,13,72,0,0.09
Chicago,20050328,45,43,57,52,78,33,35,9,52,0,0.1
Chicago,20050329,54,44,68,52,86,41,35,17,37,0,0.09
Chicago,20050330,65,44,75,52,83,55,36,12,61,0.81,0.1
Chicago,20050331,50,44,57,53,85,44,36,27,63,0,0.11
Chicago,20050401,46,45,54,53,82,39,36,24,70,0.01,0.11
Chicago,20050402,47,45,55,54,82,39,37,22,57,0,0.12
Chicago,20050403,48,46,60,54,81,35,39,19,46,0,0.11
Chicago,20050404,55,46,68,55,80,42,38,16,42,0,0.11
Chicago,20050405,64,46,75,55,85,54,38,18,54,0,0.11
Chicago,20050406,68,47,79,55,84,59,38,16,56,0.02,0.12
Chicago,20050407,47,47,53,56,83,42,39,10,69,0.01,0.12
Chicago,20050408,50,48,60,56,82,41,39,20,50,0,0.12
Chicago,20050409,54,48,66,57,78,43,39,21,45,0,0.12
Chicago,20050410,64,48,78,57,91,51,40,22,44,0,0.13
Chicago,20050411,68,49,79,57,91,59,40,25,29,0,0.12
Chicago,20050412,50,49,55,58,86,44,41,21,62,0.61,0.12
Chicago,20050413,46,50,54,58,83,39,41,21,45,0,0.12
Chicago,20050414,52,50,62,59,85,41,41,23,34,0,0.12
Chicago,20050415,52,50,63,59,89,41,42,21,44,0,0.12
Chicago,20050416,58,51,73,60,88,44,42,26,39,0,0.13
Chicago,20050417,64,51,79,60,88,53,42,29,48,0,0.12
Chicago,20050418,67,52,82,60,89,52,43,25,45,0,0.13
Chicago,20050419,70,52,81,61,86,60,43,24,43,0,0.12
Chicago,20050420,57,52,71,61,87,44,43,27,70,0.01,0.12
Chicago,20050421,50,53,57,62,86,44,44,28,65,0,0.13
Chicago,20050422,42,53,48,62,91,37,44,25,83,0.52,0.12
Chicago,20050423,38,53,41,62,88,36,44,28,66,0.02,0.12
Chicago,20050424,44,54,53,63,89,34,45,29,45,0,0.12
Chicago,20050425,52,54,66,63,89,39,45,27,41,0,0.12
Chicago,20050426,51,55,57,64,91,45,45,29,58,0,0.13
Chicago,20050427,48,55,55,64,89,42,46,28,53,0,0.13
Chicago,20050428,48,55,55,64,84,42,46,30,53,0,0.13
Chicago,20050429,48,56,52,65,89,44,46,31,45,0,0.13
Chicago,20050430,47,56,57,65,92,39,47,31,46,0,0.12
Chicago,20050501,42,56,50,65,90,36,47,30,51,0,0.12
Chicago,20050502,40,57,44,66,91,36,47,30,53,0,0.12
Chicago,20050503,40,57,50,66,92,34,48,32,51,0,0.13
Chicago,20050504,49,57,63,66,82,37,48,37,38,0,0.12
Chicago,20050505,57,58,70,67,94,45,48,34,34,0,0.13
Chicago,20050506,63,58,75,67,93,53,49,34,42,0,0.12
Chicago,20050507,54,58,62,67,89,46,49,32,68,0,0.12
Chicago,20050508,66,58,84,68,93,48,49,33,46,0,0.12
Chicago,20050509,70,59,75,68,96,64,49,31,60,0.26,0.13
Chicago,20050510,71,59,82,68,91,60,50,29,55,0,0.12
Chicago,20050511,55,59,64,69,89,46,50,32,76,0.2,0.13
Chicago,20050512,49,60,55,69,92,43,50,28,66,0.16,0.13
Chicago,20050513,60,60,73,69,90,48,51,30,66,0.17,0.14
Chicago,20050514,57,60,64,70,92,48,51,37,65,0.04,0.13
Chicago,20050515,49,61,54,70,91,44,51,34,62,0,0.13
Chicago,20050516,51,61,57,70,94,45,52,35,55,0,0.13
